Time (s),Voltage(V)
2.5891925115973862e-08,-0.25314
2.5899737615973866e-08,-0.25401
2.5907550115973857e-08,-0.25512
2.5915362615973847e-08,-0.25601
2.592317511597385e-08,-0.2565
2.5930987615973855e-08,-0.25678
2.5938800115973846e-08,-0.25687
2.5946612615973837e-08,-0.25709
2.595442511597384e-08,-0.25724
2.5962237615973844e-08,-0.25725
2.5970050115973835e-08,-0.25755
2.5977862615973826e-08,-0.25823
2.598567511597383e-08,-0.25931
2.5993487615973834e-08,-0.2606
2.6001300115973824e-08,-0.26137
2.6009112615973815e-08,-0.26137
2.601692511597382e-08,-0.26053
2.6024737615973823e-08,-0.25935
2.6032550115973813e-08,-0.25887
2.6040362615973804e-08,-0.2594
2.6048175115973808e-08,-0.26059
2.6055987615973812e-08,-0.26179
2.6063800115973802e-08,-0.26212
2.6071612615973793e-08,-0.26161
2.6079425115973797e-08,-0.26079
2.60872376159738e-08,-0.2604
2.609505011597379e-08,-0.26115
2.6102862615973782e-08,-0.26274
2.6110675115973786e-08,-0.26428
2.611848761597379e-08,-0.26507
2.612630011597378e-08,-0.26468
2.613411261597377e-08,-0.26355
2.6141925115973775e-08,-0.26248
2.614973761597378e-08,-0.26202
2.615755011597377e-08,-0.26256
2.616536261597376e-08,-0.26373
2.6173175115973764e-08,-0.2649
2.6180987615973768e-08,-0.26568
2.618880011597376e-08,-0.26573
2.619661261597375e-08,-0.26515
2.6204425115973753e-08,-0.26442
2.6212237615973757e-08,-0.26385
2.6220050115973748e-08,-0.2639
2.622786261597374e-08,-0.2646
2.6235675115973743e-08,-0.26559
2.6243487615973746e-08,-0.26644
2.6251300115973737e-08,-0.26669
2.6259112615973728e-08,-0.26626
2.626692511597373e-08,-0.26572
2.6274737615973736e-08,-0.26552
2.6282550115973726e-08,-0.26599
2.6290362615973717e-08,-0.26692
2.629817511597372e-08,-0.26756
2.6305987615973725e-08,-0.26732
2.6313800115973715e-08,-0.26612
2.6321612615973706e-08,-0.26451
2.632942511597371e-08,-0.26356
2.6337237615973714e-08,-0.26384
2.6345050115973704e-08,-0.2652
2.6352862615973695e-08,-0.26694
2.63606751159737e-08,-0.26814
2.6368487615973703e-08,-0.2684
2.6376300115973694e-08,-0.26797
2.6384112615973684e-08,-0.26739
2.6391925115973688e-08,-0.26732
2.6399737615973692e-08,-0.26781
2.6407550115973683e-08,-0.26843
2.6415362615973673e-08,-0.26885
2.6423175115973677e-08,-0.26894
2.643098761597368e-08,-0.26877
2.6438800115973672e-08,-0.26854
2.6446612615973662e-08,-0.26829
2.6454425115973666e-08,-0.26817
2.646223761597367e-08,-0.26819
2.647005011597366e-08,-0.26839
2.647786261597365e-08,-0.26901
2.6485675115973655e-08,-0.27009
2.649348761597366e-08,-0.27112
2.650130011597365e-08,-0.27154
2.650911261597364e-08,-0.27097
2.6516925115973645e-08,-0.26973
2.652473761597365e-08,-0.26848
2.653255011597364e-08,-0.26795
2.654036261597363e-08,-0.26842
2.6548175115973634e-08,-0.26963
2.6555987615973638e-08,-0.27052
2.6563800115973628e-08,-0.27052
2.657161261597362e-08,-0.26964
2.6579425115973623e-08,-0.26869
2.6587237615973627e-08,-0.26844
2.6595050115973617e-08,-0.26921
2.6602862615973608e-08,-0.27059
2.6610675115973612e-08,-0.27189
2.6618487615973616e-08,-0.27217
2.6626300115973606e-08,-0.27141
2.6634112615973597e-08,-0.2701
2.66419251159736e-08,-0.26914
2.6649737615973605e-08,-0.269
2.6657550115973596e-08,-0.2697
2.6665362615973586e-08,-0.27073
2.667317511597359e-08,-0.27175
2.6680987615973594e-08,-0.27207
2.6688800115973585e-08,-0.27173
2.6696612615973575e-08,-0.27091
2.670442511597358e-08,-0.27008
2.6712237615973583e-08,-0.26961
2.6720050115973574e-08,-0.26979
2.6727862615973564e-08,-0.27044
2.6735675115973568e-08,-0.27145
2.6743487615973572e-08,-0.27204
2.6751300115973563e-08,-0.27196
2.6759112615973554e-08,-0.27128
2.6766925115973557e-08,-0.27051
2.677473761597356e-08,-0.27028
2.6782550115973552e-08,-0.27088
2.6790362615973543e-08,-0.27179
2.6798175115973547e-08,-0.27248
2.680598761597355e-08,-0.27203
2.681380011597354e-08,-0.27053
2.6821612615973532e-08,-0.26873
2.6829425115973536e-08,-0.26764
2.683723761597354e-08,-0.26794
2.684505011597353e-08,-0.26951
2.685286261597352e-08,-0.27128
2.6860675115973525e-08,-0.27255
2.686848761597353e-08,-0.27258
2.687630011597352e-08,-0.27188
2.688411261597351e-08,-0.27116
2.6891925115973514e-08,-0.27103
2.6899737615973518e-08,-0.27158
2.690755011597351e-08,-0.27247
2.69153626159735e-08,-0.27297
2.6923175115973503e-08,-0.27312
2.6930987615973507e-08,-0.27275
2.6938800115973498e-08,-0.27227
2.6946612615973488e-08,-0.27192
2.6954425115973492e-08,-0.2717
2.6962237615973496e-08,-0.2717
2.6970050115973487e-08,-0.27206
2.6977862615973477e-08,-0.27271
2.698567511597348e-08,-0.27384
2.6993487615973485e-08,-0.27481
2.7001300115973476e-08,-0.27517
2.7009112615973466e-08,-0.27464
2.701692511597347e-08,-0.27342
2.7024737615973474e-08,-0.27224
2.7032550115973465e-08,-0.27187
2.7040362615973456e-08,-0.27239
2.704817511597346e-08,-0.27358
2.7055987615973463e-08,-0.27438
2.7063800115973454e-08,-0.27426
2.7071612615973445e-08,-0.27335
2.707942511597345e-08,-0.27236
2.7087237615973452e-08,-0.2722
2.7095050115973443e-08,-0.27313
2.7102862615973434e-08,-0.2746
2.7110675115973438e-08,-0.27586
2.711848761597344e-08,-0.27602
2.7126300115973432e-08,-0.27505
2.7134112615973423e-08,-0.27361
2.7141925115973427e-08,-0.27252
2.714973761597343e-08,-0.2724
2.715755011597342e-08,-0.27316
2.7165362615973412e-08,-0.27426
2.7173175115973416e-08,-0.27521
2.718098761597342e-08,-0.27551
2.718880011597341e-08,-0.27514
2.71966126159734e-08,-0.27437
2.7204425115973405e-08,-0.27357
2.721223761597341e-08,-0.27316
2.72200501159734e-08,-0.27325
2.722786261597339e-08,-0.27379
2.7235675115973394e-08,-0.27454
2.7243487615973398e-08,-0.27503
2.725130011597339e-08,-0.27497
2.725911261597338e-08,-0.27443
2.7266925115973383e-08,-0.27381
2.7274737615973387e-08,-0.27366
2.7282550115973378e-08,-0.2741
2.729036261597337e-08,-0.27483
2.7298175115973372e-08,-0.27522
2.7305987615973376e-08,-0.27461
2.7313800115973367e-08,-0.27308
2.7321612615973358e-08,-0.27127
2.732942511597336e-08,-0.27015
2.7337237615973365e-08,-0.27039
2.7345050115973356e-08,-0.27173
2.7352862615973347e-08,-0.27339
2.736067511597335e-08,-0.27454
2.7368487615973354e-08,-0.27464
2.7376300115973345e-08,-0.27402
2.7384112615973336e-08,-0.27325
2.739192511597334e-08,-0.27292
2.7399737615973344e-08,-0.27319
2.7407550115973334e-08,-0.27366
2.7415362615973325e-08,-0.27407
2.742317511597333e-08,-0.27427
2.7430987615973333e-08,-0.27417
2.7438800115973323e-08,-0.27399
2.7446612615973314e-08,-0.27367
2.7454425115973318e-08,-0.27334
2.7462237615973322e-08,-0.27313
2.7470050115973312e-08,-0.27316
2.7477862615973303e-08,-0.27375
2.7485675115973307e-08,-0.2748
2.749348761597331e-08,-0.27573
2.75013001159733e-08,-0.27599
2.7509112615973292e-08,-0.27514
2.7516925115973296e-08,-0.2736
2.75247376159733e-08,-0.27219
2.753255011597329e-08,-0.27157
2.754036261597328e-08,-0.27208
2.7548175115973285e-08,-0.27318
2.755598761597329e-08,-0.27394
2.756380011597328e-08,-0.27386
2.757161261597327e-08,-0.27299
2.7579425115973274e-08,-0.27218
2.7587237615973278e-08,-0.27214
2.759505011597327e-08,-0.27293
2.760286261597326e-08,-0.27417
2.7610675115973263e-08,-0.27505
2.7618487615973267e-08,-0.27498
2.7626300115973258e-08,-0.27411
2.763411261597325e-08,-0.27292
2.7641925115973253e-08,-0.27213
2.7649737615973256e-08,-0.27198
